ApplicationID,StageName,ReviewedDate,ReviewedBy,ActionTaken
7641,Final Approval,2025-05-15,Abhaya Madugalle,Hold
7641,Medical Check,2025-04-21,Zahran Amarasinghe,Hold
7641,Visa Processing,2024-07-04,Nimal Yapa,Pending
7642,Final Approval,2025-08-11,Ganga Opatha,Approved
7642,Interview,2025-01-29,Nethmi Fonseka,Approved
7643,Final Approval,2025-06-13,Dinesh Ponnambalam,Pending
7643,Visa Processing,2025-06-24,Zahran Cooray,Approved
7644,Final Approval,2025-08-04,Chamara Perera,Approved
7644,Visa Processing,2025-07-05,Sarath Edirisinghe,Pending
7644,Interview,2025-05-06,Tharushi Lokuhetti,Rejected
7645,Final Approval,2025-03-29,Wasantha Vithanage,Rejected
7645,Initial Review,2025-08-05,Tilak Edirisinghe,Approved
7646,Initial Review,2024-08-03,Deepthi Chandrasekara,Hold
7647,Initial Review,2023-12-18,Thushari Weerakoon,Approved
7647,Interview,2025-05-21,Yasith Udayanga,Rejected
7647,Medical Check,2024-04-20,Fazil Senanayake,Hold
7648,Final Approval,2025-02-11,Zahran Uthayakumar,Rejected
7648,Interview,2025-03-02,Chandana Balasuriya,Approved
7649,Visa Processing,2025-08-20,Gamini Yapa,Hold
7649,Initial Review,2025-08-19,Chandana Zoysa,Hold
7650,Final Approval,2025-03-09,Sanjaya Ekanayake,Pending
7650,Visa Processing,2024-10-09,Nirosha Lokuhetti,Rejected
7650,Medical Check,2024-11-21,Udeshika Edirisinghe,Pending
7651,Interview,2024-10-01,Bhagya Weerakoon,Hold
7652,Final Approval,2025-04-01,Yasith Peiris,Rejected
7652,Interview,2024-02-14,Sanduni Cooray,Approved
7653,Final Approval,2025-03-19,Nadeesha Galappaththi,Pending
7654,Medical Check,2024-12-24,Chaminda Gamage,Rejected
7654,Visa Processing,2024-12-28,Ayesha Dissanayake,Approved
7654,Final Approval,2024-07-18,Inoka Fernando,Pending
7655,Initial Review,2024-10-03,Nalaka Nadarajah,Pending
7656,Interview,2025-05-23,Harshani Kumara,Pending
7656,Final Approval,2024-05-30,Jagath Ratnayake,Hold
7657,Initial Review,2024-10-19,Chandrika Jayaweera,Rejected
7658,Medical Check,2025-08-17,Dinesh Chandrasekara,Pending
7658,Interview,2025-05-09,Ibrahim Thangavelu,Rejected
7658,Initial Review,2024-12-09,Nethmi Jaleel,Rejected
7659,Final Approval,2025-02-26,Chaminda Ratnayake,Hold
7659,Interview,2025-05-23,Yasith Zoysa,Pending
7659,Visa Processing,2025-04-14,Zahran Balasuriya,Pending
7660,Initial Review,2025-07-23,Prasad Thilakarathna,Rejected
7661,Visa Processing,2025-07-17,Sampath Zoysa,Hold
7661,Medical Check,2025-07-07,Kanchana Guneratne,Pending
7662,Medical Check,2025-07-06,Shey Opatha,Hold
7662,Initial Review,2025-07-17,Ranil Xavier,Rejected
7662,Final Approval,2024-10-23,Nimal Obeysekera,Approved
7663,Medical Check,2025-01-12,Thilina Zuhair,Hold
7664,Initial Review,2025-06-05,Wathsala Rizvi,Pending
7664,Visa Processing,2025-05-05,Soha Cooray,Hold
7664,Medical Check,2024-07-31,Kithsiri Dias,Pending
7665,Medical Check,2024-09-15,Hansika Jayaweera,Pending
7665,Initial Review,2025-02-17,Chathurika Guneratne,Rejected
7666,Final Approval,2025-08-19,Duminda Basnayake,Rejected
7667,Visa Processing,2024-08-31,Anura Edirisinghe,Hold
7668,Final Approval,2025-07-13,Chamara Nanayakkara,Pending
7669,Medical Check,2025-08-03,Sana Uthayakumar,Hold
7670,Initial Review,2025-07-04,Isuru de Silva,Approved
7671,Medical Check,2024-06-28,Gayan Herath,Rejected
7672,Final Approval,2025-04-17,Viraj Ekanayake,Rejected
7673,Medical Check,2025-03-08,Shashika Thilakarathna,Pending
7673,Initial Review,2024-06-11,Soha Rizvi,Pending
7673,Visa Processing,2024-06-09,Duminda Rizvi,Rejected
7674,Interview,2025-08-12,Priyantha Guneratne,Pending
7675,Final Approval,2025-05-20,Anura Edirisinghe,Hold
7675,Interview,2024-08-25,Asanga Ekanayake,Pending
7675,Initial Review,2024-11-08,Janani Yogarajah,Rejected
7676,Visa Processing,2025-06-20,Janaka Gunawardena,Rejected
7676,Initial Review,2025-07-02,Kapila Jayawardena,Pending
7676,Medical Check,2025-08-15,Soha Galappaththi,Hold
7677,Final Approval,2024-03-31,Harshani Gunawardena,Hold
7677,Initial Review,2024-01-17,Jayani Gunawardena,Approved
7677,Visa Processing,2024-04-30,Dilani Ibrahim,Approved
7678,Initial Review,2024-01-25,Udaya Weerakoon,Pending
7679,Interview,2025-06-30,Oshan Uthayakumar,Hold
7679,Initial Review,2025-08-10,Eshini Chandrasekara,Rejected
7679,Visa Processing,2025-06-19,Vimukthi Obeysekera,Hold
7680,Interview,2025-07-24,Chamara Thangavelu,Pending
7680,Medical Check,2025-06-28,Kanchana Ibrahim,Pending
7681,Interview,2024-11-26,Ranjith Liyanage,Pending
7682,Visa Processing,2024-12-24,Chathurika Gunawardena,Rejected
7682,Interview,2025-08-04,Nimal Galappaththi,Rejected
7682,Initial Review,2024-12-04,Buddhika Pathirana,Hold
7683,Final Approval,2025-08-13,Adeesha Balasuriya,Approved
7683,Medical Check,2025-07-10,Chathurika Jaleel,Approved
7684,Medical Check,2025-06-30,Indika Thilakarathna,Rejected
7684,Interview,2024-09-30,Pasindu Ratnayake,Rejected
7685,Medical Check,2025-01-17,Zara Chandrasekara,Hold
7686,Interview,2025-04-30,Sana Lokuhetti,Rejected
7687,Interview,2024-10-31,Oshadi Dias,Pending
7687,Final Approval,2025-05-27,Yashodha Fonseka,Rejected
7688,Visa Processing,2025-06-27,Bhagya Karunaratne,Rejected
7689,Visa Processing,2025-06-13,Sashika Kulathunga,Rejected
7689,Medical Check,2025-05-13,Ruwini Kulathunga,Rejected
7690,Final Approval,2025-07-04,Hansika Weerakoon,Hold
7690,Visa Processing,2025-07-25,Gayani Uthayakumar,Hold
7690,Initial Review,2025-01-24,Yasara Wickramasinghe,Rejected
7691,Medical Check,2024-12-10,Lalith Madugalle,Approved
7691,Initial Review,2024-08-31,Pavithra Guneratne,Approved
7692,Final Approval,2025-03-20,Anjali Gunawardena,Rejected
7692,Initial Review,2025-03-11,Buddhini Balasuriya,Pending
7692,Medical Check,2024-12-31,Zainab Zuhair,Hold
7693,Interview,2025-07-18,Queenie Wijesinghe,Approved
7693,Medical Check,2024-06-05,Anjali Hewage,Rejected
7694,Initial Review,2025-02-14,Nadeeka Sivapragasam,Approved
7694,Visa Processing,2025-06-14,Asanga Jaleel,Approved
7695,Medical Check,2025-03-26,Ranjith Quintus,Hold
7695,Final Approval,2025-07-23,Duminda Perera,Rejected
7696,Final Approval,2025-07-29,Anjali Uthayakumar,Approved
7696,Interview,2025-08-19,Dilani Ratnayake,Rejected
7697,Interview,2024-07-25,Madushan Galappaththi,Approved
7698,Visa Processing,2024-02-27,Sampath Samarasinghe,Approved
7698,Initial Review,2023-11-13,Dinesh Samarasinghe,Rejected
7698,Medical Check,2024-02-01,Janaka Karunaratne,Hold
7699,Interview,2025-02-10,Chathurika Jaleel,Approved
7699,Initial Review,2025-08-16,Wasantha Nadarajah,Approved
7699,Medical Check,2025-05-09,Tharaka Ponnambalam,Pending
7700,Visa Processing,2025-04-01,Thilini Weerakoon,Pending
7700,Medical Check,2025-08-01,Nadeesha Ponnambalam,Pending
7701,Interview,2024-07-28,Hansika Vigneswaran,Pending
7701,Initial Review,2024-10-30,Mahinda Galappaththi,Approved
7701,Final Approval,2024-02-14,Amarasiri Fonseka,Rejected
7702,Interview,2024-03-04,Indrani Wickramasinghe,Pending
7703,Interview,2025-08-15,Lakmini Zuhair,Approved
7703,Medical Check,2025-05-04,Anjali Lokuhetti,Hold
7703,Visa Processing,2025-04-27,Zahran Edirisinghe,Approved
7704,Initial Review,2025-08-04,Chandana Hewage,Hold
7705,Visa Processing,2025-07-25,Mahesh Zoysa,Approved
7705,Interview,2025-01-05,Vimukthi Peiris,Hold
7705,Final Approval,2025-01-22,Janani Sivapragasam,Hold
7706,Interview,2025-08-12,Duminda Jaleel,Hold
7707,Visa Processing,2025-07-02,Harshani Basnayake,Hold
7708,Visa Processing,2025-04-02,Oshadi Guneratne,Hold
7709,Medical Check,2024-08-05,Ahmed Zoysa,Hold
7710,Medical Check,2025-06-03,Ishani Ranaweera,Pending
7711,Medical Check,2025-07-25,Madhavi Cooray,Pending
7711,Final Approval,2025-04-20,Nimal Sivapragasam,Pending
7712,Interview,2024-06-22,Duminda Thangavelu,Pending
7712,Final Approval,2025-04-22,Ishani Gamage,Rejected
7712,Visa Processing,2025-08-19,Sana Hewage,Rejected
7713,Visa Processing,2023-12-18,Vijitha Balasuriya,Approved
7713,Interview,2024-07-17,Anne Weerasinghe,Hold
7713,Initial Review,2024-03-04,Gayan Munasinghe,Pending
7714,Final Approval,2025-04-28,Mohamed Opatha,Rejected
7715,Medical Check,2025-07-02,Isuru Nanayakkara,Rejected
7716,Visa Processing,2025-05-13,Viraj Pathirana,Rejected
7716,Initial Review,2025-08-12,Anjali Kumara,Hold
7717,Visa Processing,2025-03-05,Oshan Liyanage,Rejected
7717,Final Approval,2024-04-09,Oshini Senanayake,Approved
7718,Initial Review,2025-02-25,Asanka Abeysinghe,Approved
7718,Final Approval,2025-01-20,Madushan Obeysekera,Hold
7719,Interview,2025-04-22,Dinesh Jaleel,Pending
7719,Visa Processing,2025-05-25,Chathurika Chandrasekara,Pending
7719,Final Approval,2025-04-13,Zameer Kumara,Approved
7720,Interview,2024-07-25,Fathima Peiris,Hold
7721,Medical Check,2025-07-04,Sashika Ranaweera,Pending
7722,Visa Processing,2025-03-10,Kalani Kulathunga,Approved
7722,Initial Review,2024-11-20,Jayani Hewage,Approved
7722,Final Approval,2024-10-14,Ishani Pathirana,Approved
7723,Medical Check,2023-12-30,Viraj Guneratne,Approved
7724,Initial Review,2025-06-03,Chandrika Fonseka,Approved
7725,Initial Review,2024-11-10,Eranga Fernando,Hold
7725,Interview,2024-07-28,Achini Hettiarachchi,Rejected
7725,Visa Processing,2025-06-09,Saman Wijesinghe,Hold
7726,Visa Processing,2025-05-20,Ajith Wijesinghe,Pending
7727,Medical Check,2025-02-07,Sunil Peiris,Hold
7728,Interview,2025-08-17,Ruwan Wijesinghe,Rejected
7728,Visa Processing,2025-08-18,Lasantha Kumara,Pending
7728,Initial Review,2025-08-18,Janaka Ekanayake,Rejected
7729,Medical Check,2024-07-03,Hansika Ratnayake,Rejected
7729,Visa Processing,2024-05-21,Sashika Xavier,Approved
7730,Visa Processing,2024-12-05,Vijitha Senanayake,Hold
7730,Final Approval,2024-04-12,Chamara Fernando,Rejected
7731,Final Approval,2025-06-04,Abhaya Nanayakkara,Hold
7731,Medical Check,2024-08-09,Yashodha Quintus,Approved
7732,Interview,2025-06-15,Nimal Vigneswaran,Approved
7732,Initial Review,2025-06-03,Abhaya Liyanage,Rejected
7733,Initial Review,2025-01-26,Isuri Jayawardena,Rejected
7733,Interview,2025-07-26,Zainab Hettiarachchi,Hold
7734,Final Approval,2025-06-24,Upeksha Weerakoon,Hold
7735,Medical Check,2024-11-30,Rashmi Chandrasekara,Pending
7735,Initial Review,2024-12-17,Wimal Ekanayake,Approved
7736,Final Approval,2025-05-31,Ibrahim Pathirana,Rejected
7737,Interview,2025-06-24,Tharushi Ilangakoon,Rejected
7737,Final Approval,2025-06-16,Lalith Zuhair,Approved
7737,Initial Review,2025-08-09,Anne Zuhair,Approved
7738,Interview,2024-04-10,Harsha Balasuriya,Approved
7738,Visa Processing,2024-08-06,Chandana Uthayakumar,Approved
7738,Initial Review,2023-11-25,Akila Ekanayake,Pending
7739,Initial Review,2025-03-21,Adeesha Wickramasinghe,Pending
7740,Initial Review,2025-07-01,Anne Herath,Approved
7740,Final Approval,2025-08-06,Duminda Zuhair,Rejected
7741,Initial Review,2025-01-28,Tharushi Uthayakumar,Pending
7741,Medical Check,2025-06-08,Priyantha Opatha,Pending
7741,Visa Processing,2025-04-12,Pradeep Senanayake,Pending
7742,Medical Check,2025-08-09,Suranga Hewage,Pending
7742,Visa Processing,2025-08-20,Ibrahim Senanayake,Pending
7742,Final Approval,2025-07-25,Yasith Alwis,Pending
7743,Medical Check,2025-08-09,Aloka Weerakoon,Rejected
7744,Initial Review,2024-09-01,Tilak Uthayakumar,Hold
7744,Medical Check,2024-08-31,Aloka Weerasinghe,Approved
7745,Final Approval,2025-04-06,Oshan Lokuhetti,Hold
7746,Interview,2025-08-10,Nadeeka Xavier,Hold
7746,Final Approval,2025-04-30,Nirosha Amarasinghe,Approved
7747,Visa Processing,2025-08-18,Nadeeka Rajapaksa,Rejected
7747,Medical Check,2025-08-20,Ibrahim Edirisinghe,Rejected
7748,Final Approval,2025-01-20,Yasara Rajapaksa,Approved
7749,Medical Check,2025-04-19,Kanchana Fernando,Rejected
7749,Initial Review,2025-03-01,Yasith Balasuriya,Rejected
7750,Interview,2024-12-25,Ajith Amarasinghe,Rejected
7750,Final Approval,2025-05-21,Ranil Jayawardena,Rejected
7750,Visa Processing,2025-05-03,Dilani Wickramasinghe,Approved
7751,Visa Processing,2025-06-29,Kasun Chandrasekara,Hold
7751,Interview,2025-02-09,Wimal Herath,Pending
7751,Final Approval,2025-04-25,Kamal Gamage,Hold
7752,Final Approval,2024-05-15,Upul Kumara,Hold
7753,Interview,2025-07-29,Nimal Perera,Pending
7753,Final Approval,2025-08-06,Nirosha Perera,Rejected
7753,Medical Check,2025-01-11,Saisha Bandara,Hold
7754,Medical Check,2024-08-16,Sana Zuhair,Hold
7755,Initial Review,2025-08-14,Kasun Bandara,Hold
7755,Final Approval,2025-06-03,Nuwan Rizvi,Rejected
7755,Medical Check,2024-09-17,Amarasiri Bandara,Approved
7756,Initial Review,2025-05-17,Harshani Dissanayake,Pending
7757,Interview,2025-05-16,Isuru Munasinghe,Rejected
7757,Medical Check,2025-07-25,Oshini Yogarajah,Pending
7757,Initial Review,2025-06-14,Eshika Xavier,Approved
7758,Initial Review,2025-07-14,Abhaya Liyanage,Pending
7759,Interview,2025-08-20,Sarath Hettiarachchi,Hold
7759,Visa Processing,2025-05-11,Udeshika Yapa,Approved
7760,Interview,2025-01-20,Pasindu Cooray,Pending
7760,Final Approval,2023-11-19,Sunil Ilangakoon,Pending
7761,Medical Check,2024-12-22,Buddhika Ranaweera,Rejected
7761,Interview,2025-06-13,Sarath Ekanayake,Pending
7761,Visa Processing,2025-03-30,Gayani Munasinghe,Hold
7762,Initial Review,2025-06-25,Hansika Yogarajah,Hold
7763,Initial Review,2025-08-13,Kithsiri Fonseka,Rejected
7763,Interview,2024-04-09,Kasun Jayaweera,Rejected
7763,Final Approval,2024-04-10,Amarasiri Nadarajah,Approved
7764,Initial Review,2025-07-12,Ganga Pathirana,Approved
7764,Final Approval,2025-08-18,Lasika Ranaweera,Hold
7765,Interview,2024-07-02,Eranga Yapa,Approved
7766,Interview,2025-07-18,Zameer Kulathunga,Hold
7766,Visa Processing,2025-05-27,Ganga Yapa,Hold
7766,Medical Check,2025-07-02,Adeesha Fonseka,Rejected
7767,Medical Check,2025-06-23,Lasantha Zoysa,Rejected
7767,Final Approval,2024-05-20,Nalaka Nadarajah,Approved
7767,Interview,2025-08-06,Gayan Hewage,Hold
7768,Visa Processing,2024-08-22,Nuwan Rajapaksa,Pending
7769,Final Approval,2025-07-24,Jagath Kodithuwakku,Hold
7770,Final Approval,2025-02-23,Janani Dias,Hold
7771,Medical Check,2025-01-07,Rashmi Abeysinghe,Rejected
7772,Initial Review,2025-06-13,Zameer Obeysekera,Pending
7772,Final Approval,2024-12-27,Pavithra Fonseka,Pending
7772,Medical Check,2024-02-27,Lahiru Kumara,Rejected
7773,Visa Processing,2025-07-03,Vijitha Xavier,Approved
7774,Visa Processing,2025-06-23,Nuwan Zuhair,Rejected
7775,Final Approval,2025-02-14,Kamal Jaleel,Rejected
7776,Final Approval,2025-06-21,Vishaka Nanayakkara,Pending
7776,Initial Review,2025-04-21,Kalani Galappaththi,Rejected
7776,Medical Check,2025-04-10,Nimal Kodithuwakku,Rejected
7777,Initial Review,2025-04-27,Isuri Munasinghe,Approved
7777,Medical Check,2025-06-09,Eshika Wijesinghe,Hold
7778,Medical Check,2024-11-23,Dayan Nanayakkara,Rejected
7779,Visa Processing,2024-08-27,Nadeeka Ranaweera,Pending
7779,Medical Check,2025-08-05,Eshini Kodithuwakku,Hold
7779,Initial Review,2025-04-24,Hiba Madugalle,Hold
7780,Final Approval,2024-01-16,Bhagya Guneratne,Hold
7780,Interview,2025-08-07,Madhavi Balasuriya,Approved
7780,Visa Processing,2024-05-10,Rohan Samarasinghe,Hold
7781,Final Approval,2025-07-21,Oshini Alwis,Rejected
7782,Medical Check,2025-03-18,Erandika Thangavelu,Approved
7782,Initial Review,2025-01-13,Zara Yogarajah,Hold
7782,Final Approval,2025-05-03,Gayan Jayawardena,Approved
7783,Interview,2025-08-15,Sarath Weerasinghe,Approved
7784,Initial Review,2025-06-27,Dayan Lokuhetti,Approved
7785,Initial Review,2024-09-11,Kasun Ranaweera,Hold
7785,Final Approval,2024-04-18,Kanchana Fonseka,Hold
7786,Medical Check,2024-10-25,Menaka Ranaweera,Approved
7786,Visa Processing,2024-10-25,Duminda Vigneswaran,Approved
7787,Interview,2025-07-21,Tharaka Ratnayake,Rejected
7787,Medical Check,2025-01-09,Jayantha Zoysa,Approved
7787,Final Approval,2025-03-13,Pavithra Zuhair,Pending
7788,Visa Processing,2025-01-20,Ruwini Alwis,Rejected
7788,Initial Review,2025-01-20,Adeesha Dharmasena,Hold
7789,Initial Review,2025-07-31,Yasara Zuhair,Rejected
7789,Medical Check,2025-07-22,Asanga Sivapragasam,Approved
7790,Final Approval,2025-08-17,Tharaka Guneratne,Approved
7790,Visa Processing,2024-12-17,Madushan Amarasinghe,Hold
7791,Final Approval,2025-07-24,Yasara Rizvi,Approved
7792,Interview,2025-08-12,Yohan Thangavelu,Approved
7792,Final Approval,2025-08-18,Yohan Weerakoon,Approved
7792,Initial Review,2025-08-04,Zara Dias,Rejected
7793,Visa Processing,2025-08-07,Lalith Hewage,Rejected
7794,Visa Processing,2025-05-13,Chandrika Weerasinghe,Approved
7795,Final Approval,2025-04-27,Nimal Dharmasena,Approved
7795,Initial Review,2025-02-25,Indika Galappaththi,Approved
7796,Visa Processing,2024-07-19,Roshini Uthayakumar,Approved
7796,Medical Check,2025-03-14,Ibrahim Udayanga,Rejected
7797,Visa Processing,2025-08-15,Pavithra Yogarajah,Rejected
7797,Initial Review,2025-04-03,Thilini Zuhair,Pending
7797,Interview,2025-06-27,Nirosha de Silva,Approved
7798,Visa Processing,2025-07-30,Prabha Rajapaksa,Pending
7799,Visa Processing,2024-09-09,Sashika Quintus,Rejected
7799,Interview,2024-09-06,Ibrahim Edirisinghe,Pending
7799,Initial Review,2024-11-13,Nishani Bandara,Approved
7800,Final Approval,2025-04-10,Sana Udayanga,Pending
7800,Interview,2025-07-21,Zara Fonseka,Pending
7801,Initial Review,2025-05-21,Chathurika Galappaththi,Pending
7801,Visa Processing,2025-05-23,Fathima Senanayake,Hold
7802,Interview,2024-10-16,Hiba Jayawardena,Rejected
7803,Medical Check,2024-05-14,Vishaka Hettiarachchi,Approved
7803,Final Approval,2024-07-21,Jagath Kumara,Approved
7803,Initial Review,2024-08-02,Gayani Gunawardena,Approved
7804,Medical Check,2024-08-14,Chathurika Zoysa,Rejected
7804,Final Approval,2024-07-24,Madushika Xavier,Approved
7804,Interview,2024-09-01,Soha Basnayake,Hold
7805,Final Approval,2025-08-20,Nadeeka Quintus,Pending
7805,Interview,2025-08-19,Buddhika Kumara,Hold
7805,Initial Review,2025-08-19,Janaka Lokuhetti,Approved
7806,Medical Check,2024-09-04,Mahesh Dias,Pending
7807,Medical Check,2025-03-22,Ganga Gamage,Hold
7808,Initial Review,2025-07-04,Wasanthi Uthayakumar,Rejected
7809,Medical Check,2024-12-04,Gamini Basnayake,Rejected
7810,Interview,2024-11-29,Indrani Xavier,Approved
7810,Initial Review,2024-12-01,Mahinda Ranaweera,Hold
7811,Final Approval,2025-07-28,Upeksha Wijesinghe,Rejected
7812,Visa Processing,2025-01-28,Anjali Weerakoon,Pending
7812,Medical Check,2024-05-31,Eshini Thangavelu,Rejected
7812,Initial Review,2024-04-11,Oshadi Galappaththi,Hold
7813,Initial Review,2024-08-02,Madushika Fonseka,Pending
7813,Interview,2023-12-27,Udeshika Liyanage,Hold
7813,Medical Check,2024-03-30,Madhavi Liyanage,Hold
7814,Visa Processing,2025-07-06,Sampath Zoysa,Approved
7815,Final Approval,2024-12-07,Kanchana Ilangakoon,Rejected
7815,Interview,2025-07-08,Yashodha Zoysa,Hold
7815,Visa Processing,2024-03-20,Chamara Amarasinghe,Pending
7816,Interview,2025-05-25,Wasanthi Opatha,Hold
7816,Initial Review,2024-11-25,Isuru Chandrasekara,Approved
7817,Initial Review,2025-04-01,Vijitha Munasinghe,Approved
7817,Final Approval,2025-04-03,Madhavi Hettiarachchi,Pending
7818,Medical Check,2024-08-04,Nalaka Ponnambalam,Rejected
7819,Medical Check,2024-03-05,Wimal Vigneswaran,Rejected
7819,Visa Processing,2024-10-31,Asanka Perera,Pending
7820,Final Approval,2025-08-03,Tharushi Sivapragasam,Rejected
7820,Interview,2025-02-12,Kalani Vithanage,Pending
7820,Initial Review,2024-11-30,Isuru Uthayakumar,Pending
7821,Medical Check,2025-07-05,Kalani Madugalle,Hold
7821,Interview,2025-03-07,Yashodha Rajapaksa,Rejected
7822,Interview,2025-08-01,Tharushi Rizvi,Approved
7822,Visa Processing,2024-12-05,Ganga Peiris,Hold
7823,Visa Processing,2024-10-26,Oshini Opatha,Pending
7823,Medical Check,2024-11-13,Nadeeka Lokuhetti,Pending
7823,Interview,2024-10-03,Menaka Jaleel,Approved
7824,Medical Check,2025-06-15,Janaka Fernando,Hold
7824,Initial Review,2025-08-09,Madhavi Amarasinghe,Approved
7825,Interview,2025-04-05,Yashodha Vithanage,Hold
7825,Final Approval,2024-12-06,Amarasiri Obeysekera,Approved
7825,Initial Review,2025-06-30,Priyantha Weerasinghe,Rejected
7826,Medical Check,2025-08-14,Eranga Perera,Approved
7826,Final Approval,2025-07-07,Dayan Kodithuwakku,Approved
7826,Visa Processing,2024-12-19,Isuri Uthayakumar,Hold
7827,Interview,2024-09-06,Zainab Lokuhetti,Hold
7828,Visa Processing,2025-07-12,Saisha Abeysinghe,Approved
7828,Final Approval,2025-05-28,Hemantha Uthayakumar,Approved
7829,Visa Processing,2025-05-22,Pradeep Sivapragasam,Hold
7830,Interview,2024-07-31,Chaminda Yapa,Pending
7830,Initial Review,2024-12-02,Gayan Rizvi,Approved
7831,Interview,2025-01-29,Chathurika Samarasinghe,Rejected
