WorkflowID,JobID,StageName,ActionTaken,Remarks,ReviewedBy,ReviewedDate
1554,787,Final Approval,Approved,,Jessica Preston,2024-12-03
1555,788,Final Approval,Approved,Standard contract,James Phillips,2024-10-02
1556,788,Embassy Review,Rejected,Standard contract,Mark Blair,2024-12-31
1557,788,SLBFE Review,Pending,,Donald Santana,2025-02-21
1558,789,Embassy Review,Rejected,Requires visa,Oscar Smith,2024-10-09
1559,789,Final Approval,Pending,Requires visa,Linda Garcia,2025-05-16
1560,790,SLBFE Review,Rejected,Requires visa,Jay Evans,2025-02-05
1561,790,Initial Review,Rejected,Standard contract,Jaime Mathis,2024-12-05
1562,790,Final Approval,Pending,Standard contract,James Brown,2025-01-17
1563,791,Embassy Review,Rejected,,William Jones,2025-05-16
1564,791,Final Approval,Approved,Standard contract,Jennifer Cox,2024-10-12
1565,792,Embassy Review,Rejected,,David Johnson,2025-08-21
1566,793,SLBFE Review,Pending,Probation period,Monique Huber,2025-02-06
1567,793,Final Approval,Approved,Requires visa,Ms. Sara Nichols,2024-09-12
1568,793,Embassy Review,Approved,,Sheila Johnson,2025-08-17
1569,794,Embassy Review,Rejected,Requires visa,Wanda Gardner,2024-11-17
1570,795,Embassy Review,Approved,Training provided,Brian Perry,2025-07-03
1571,795,SLBFE Review,Rejected,Requires visa,Shannon Stephenson,2024-01-17
1572,796,Final Approval,Rejected,Training provided,David Adkins,2025-04-04
1573,797,Initial Review,Approved,Requires visa,Rebecca Fowler,2023-11-11
1574,797,Embassy Review,Pending,,Travis Owens,2025-02-10
1575,797,Final Approval,Rejected,Probation period,Christopher Delacruz,2025-07-14
1576,798,SLBFE Review,Pending,Requires visa,Mark Green Jr.,2025-08-26
1577,798,Final Approval,Pending,Training provided,Tonya Bush,2025-08-26
1578,798,Initial Review,Pending,Requires visa,Renee Jackson,2025-08-28
1579,799,Initial Review,Rejected,Training provided,Hayley Lin,2025-03-19
1580,800,SLBFE Review,Pending,,Matthew Harrison,2024-10-16
1581,801,Initial Review,Rejected,Standard contract,Lisa Lowery,2023-11-04
1582,801,SLBFE Review,Approved,Requires visa,Sherry Rivera,2024-01-23
1583,801,Final Approval,Pending,Training provided,Robin Mccoy,2025-03-21
1584,802,SLBFE Review,Pending,,George Mercado,2025-06-07
1585,802,Initial Review,Pending,,Christopher Wolf,2024-06-06
1586,802,Embassy Review,Pending,Standard contract,Stephanie Hopkins,2024-11-21
1587,803,Initial Review,Pending,Requires visa,David Gregory,2025-05-21
1588,803,Embassy Review,Pending,,Dustin Gonzalez,2025-05-25
1589,803,SLBFE Review,Rejected,Probation period,Dustin Dickerson,2025-04-15
1590,804,Initial Review,Pending,Requires visa,Janet Cox,2025-06-29
1591,804,SLBFE Review,Pending,Standard contract,John Walker,2025-07-10
1592,805,Final Approval,Pending,Standard contract,Gabriel Montgomery,2025-03-12
1593,805,Embassy Review,Rejected,Probation period,David Garcia,2024-06-20
1594,805,SLBFE Review,Approved,Requires visa,Elizabeth Johnson,2025-08-15
1595,806,SLBFE Review,Rejected,Requires visa,Steven Moreno,2025-08-23
1596,806,Final Approval,Rejected,Standard contract,David Whitaker,2025-08-25
1597,807,Embassy Review,Approved,Requires visa,Justin Reyes,2025-08-17
1598,807,SLBFE Review,Rejected,Training provided,Tammy Bailey,2025-02-14
1599,808,SLBFE Review,Rejected,Standard contract,Michele Martinez,2024-11-16
1600,808,Final Approval,Rejected,Requires visa,Arthur Johnson,2025-01-24
1601,808,Embassy Review,Pending,Training provided,Eric Sosa,2024-10-05
1602,809,Initial Review,Pending,Standard contract,Tracy Soto,2024-06-06
1603,809,Final Approval,Pending,Requires visa,Jamie Bartlett,2024-07-20
1604,809,Embassy Review,Rejected,Training provided,Nicole Haynes,2025-08-15
1605,810,SLBFE Review,Pending,Requires visa,Tiffany Downs,2024-02-23
1606,810,Final Approval,Pending,Training provided,Brian Jones,2024-07-10
1607,810,Initial Review,Approved,Training provided,Steven Sandoval,2025-06-24
1608,811,Embassy Review,Rejected,Requires visa,Antonio Adams,2025-01-03
1609,811,SLBFE Review,Pending,,Elizabeth Baker,2025-01-20
1610,812,Embassy Review,Approved,Probation period,Jessica Preston,2025-03-13
1611,813,Final Approval,Rejected,Training provided,Daniel Myers,2025-05-14
1612,813,SLBFE Review,Approved,Probation period,Anthony Ruiz,2025-02-13
1613,813,Initial Review,Rejected,Standard contract,Christopher Prince,2024-11-16
1614,814,SLBFE Review,Approved,Standard contract,Megan Rodriguez,2024-12-25
1615,814,Embassy Review,Pending,Probation period,Keith Larson,2025-03-22
1616,815,Embassy Review,Rejected,Probation period,Patricia Woods,2025-07-21
1617,815,SLBFE Review,Approved,Probation period,Nathaniel Espinoza,2025-07-28
1618,815,Final Approval,Rejected,,Brandon Glenn,2025-07-25
1619,816,Embassy Review,Pending,Standard contract,Amber Moore,2025-08-01
1620,816,Final Approval,Pending,,Joseph Ochoa,2024-10-15
1621,816,SLBFE Review,Pending,Requires visa,Christopher Jordan,2025-05-04
1622,817,Initial Review,Pending,Probation period,Sara Harris,2024-12-27
1623,818,Final Approval,Approved,Requires visa,Tammy Le,2024-08-05
1624,818,Initial Review,Rejected,Standard contract,Gail Braun,2024-09-23
1625,818,Embassy Review,Approved,,Philip Gibson,2025-07-21
1626,819,SLBFE Review,Approved,Requires visa,Elizabeth Garcia,2025-06-30
1627,819,Final Approval,Rejected,Training provided,Dawn Holden,2024-12-11
1628,819,Embassy Review,Pending,,Christopher Walters,2025-06-25
1629,820,SLBFE Review,Rejected,Probation period,Cody Miller,2025-03-04
1630,820,Embassy Review,Rejected,Probation period,Travis Collier,2025-07-19
1631,820,Initial Review,Pending,Standard contract,Nancy Smith,2025-01-27
1632,821,Final Approval,Approved,Requires visa,Nicole Wong,2024-05-09
1633,822,SLBFE Review,Rejected,,Brenda Delacruz,2024-07-20
1634,822,Embassy Review,Approved,Probation period,Charles Mccarthy,2025-07-03
1635,822,Initial Review,Rejected,Probation period,Molly Clark,2025-06-21
1636,823,SLBFE Review,Approved,,Sean Underwood,2024-09-08
1637,823,Embassy Review,Pending,Standard contract,Marcus Liu,2025-04-29
1638,824,Final Approval,Pending,Probation period,Michael Torres,2025-06-21
1639,825,Initial Review,Pending,Requires visa,Suzanne Zamora,2025-08-19
1640,825,Final Approval,Pending,Training provided,Amber Miller,2025-08-12
1641,825,SLBFE Review,Pending,Probation period,Timothy Hernandez,2025-08-16
1642,826,SLBFE Review,Pending,Standard contract,Tina Williams,2025-05-25
1643,826,Initial Review,Rejected,,Timothy White,2025-05-25
1644,826,Embassy Review,Pending,Standard contract,Adrian Morris,2025-08-22
1645,827,Final Approval,Approved,Probation period,Sabrina Dillon,2024-09-13
1646,827,Initial Review,Pending,Requires visa,Jaime Huber,2025-08-05
1647,828,Final Approval,Approved,Standard contract,Marissa Robertson,2024-09-10
1648,829,Embassy Review,Rejected,,Amy Abbott,2025-07-16
1649,829,Final Approval,Approved,Standard contract,Cynthia Wallace,2025-08-25
1650,829,SLBFE Review,Rejected,Requires visa,Alexis Rhodes,2025-08-27
1651,830,SLBFE Review,Pending,,Jack Miller,2024-11-05
1652,830,Initial Review,Pending,,Thomas Smith,2025-05-27
1653,830,Embassy Review,Rejected,Standard contract,Corey Doyle,2025-01-12
1654,831,SLBFE Review,Pending,,Troy Castro,2024-11-23
1655,832,Embassy Review,Rejected,Requires visa,Michael Orozco,2024-11-22
1656,832,Initial Review,Rejected,,Phillip Moyer,2024-06-17
1657,833,Embassy Review,Approved,,Danielle Taylor,2025-08-18
1658,834,SLBFE Review,Approved,Training provided,Chelsea Mills,2024-01-29
1659,834,Initial Review,Rejected,Requires visa,Kaitlin Reeves,2024-04-06
1660,835,Embassy Review,Approved,Standard contract,Aaron Green,2025-07-09
1661,835,Initial Review,Rejected,Requires visa,Tonya Jones,2025-07-27
1662,835,Final Approval,Rejected,Training provided,Jason Hoover,2025-06-21
1663,836,Embassy Review,Pending,,Marc Bernard,2025-03-26
1664,837,Initial Review,Approved,Requires visa,Daniel Ferguson,2025-07-30
1665,838,SLBFE Review,Pending,Probation period,Jennifer Rodriguez,2025-08-28
1666,839,Embassy Review,Rejected,,Crystal Harris,2025-08-11
1667,839,Initial Review,Rejected,Standard contract,Teresa Spencer,2025-08-25
1668,839,Final Approval,Pending,,John Villanueva,2025-08-01
1669,840,Initial Review,Rejected,Probation period,Catherine Aguilar,2025-03-24
1670,841,Initial Review,Pending,,Alice Wilson,2025-04-05
1671,842,SLBFE Review,Pending,,William Rivera,2025-07-25
1672,842,Final Approval,Approved,Requires visa,Mr. Michael Wagner Jr.,2025-06-07
1673,843,Embassy Review,Pending,Training provided,Autumn Duffy,2024-05-27
1674,843,Initial Review,Rejected,Training provided,Martha Nelson,2024-07-10
1675,843,SLBFE Review,Rejected,Standard contract,Kristin Patrick,2024-09-02
1676,844,Embassy Review,Rejected,Standard contract,Sharon Martinez,2025-08-26
1677,844,SLBFE Review,Pending,Probation period,John Flores,2025-08-23
1678,845,SLBFE Review,Pending,Standard contract,Stacey Villarreal,2024-01-12
1679,845,Embassy Review,Pending,Requires visa,Sarah Sutton,2025-07-06
1680,846,Embassy Review,Approved,Requires visa,Anthony Phillips,2024-07-15
1681,847,Final Approval,Pending,Standard contract,Brian Parsons,2025-04-23
1682,847,Embassy Review,Pending,Standard contract,Erin Parks,2025-08-17
1683,847,SLBFE Review,Pending,,Cole Turner,2025-04-11
1684,848,Final Approval,Rejected,Training provided,Joseph Lamb,2025-04-17
1685,849,SLBFE Review,Pending,Probation period,Colleen Hammond,2024-04-27
1686,849,Initial Review,Pending,Standard contract,Laura Davenport,2025-03-01
1687,850,SLBFE Review,Pending,Probation period,Erin Clark,2025-06-24
1688,850,Final Approval,Pending,Requires visa,Nathan Harris,2025-08-06
1689,850,Embassy Review,Rejected,Training provided,Nicole Garza,2025-08-18
1690,851,SLBFE Review,Pending,Training provided,Samantha Dixon,2025-04-27
1691,851,Final Approval,Approved,Probation period,Eric Butler,2025-06-23
1692,852,Embassy Review,Rejected,Probation period,Charles Hayes,2025-08-02
1693,853,SLBFE Review,Approved,Training provided,Harold Jimenez,2024-11-07
1694,854,Embassy Review,Approved,Standard contract,Marissa Martin,2024-11-24
1695,854,SLBFE Review,Pending,Requires visa,Kevin Norton,2024-09-16
1696,854,Initial Review,Pending,Probation period,Angela Arnold,2025-06-12
1697,855,SLBFE Review,Approved,Standard contract,Jessica Williams,2025-07-09
1698,856,SLBFE Review,Rejected,Training provided,Shaun Wiley,2024-11-11
1699,856,Final Approval,Pending,,Mark Dominguez,2025-05-21
1700,857,Embassy Review,Pending,Training provided,Laura Harrington,2024-12-19
1701,857,Final Approval,Rejected,,Kayla Thomas,2025-05-13
1702,857,SLBFE Review,Rejected,Standard contract,Michelle Becker,2024-12-31
1703,858,Embassy Review,Approved,,Angela Wilson,2025-01-05
1704,859,SLBFE Review,Rejected,Standard contract,David Jones,2024-11-06
1705,860,SLBFE Review,Approved,,Michael Deleon,2024-03-02
1706,860,Final Approval,Approved,Standard contract,Eric Bowman,2024-11-02
1707,861,Initial Review,Pending,Standard contract,Paul Morgan,2025-08-18
1708,861,Final Approval,Rejected,Training provided,Stephen Green,2025-08-08
1709,862,SLBFE Review,Pending,Probation period,Ashley Johnson,2025-02-20
1710,862,Final Approval,Approved,Requires visa,Thomas Day,2024-01-28
1711,863,Initial Review,Rejected,Probation period,Richard Rivera,2025-08-05
1712,864,Embassy Review,Approved,Requires visa,Vincent Lopez,2024-11-04
1713,865,SLBFE Review,Pending,Standard contract,April Russell,2025-08-25
1714,865,Embassy Review,Rejected,Requires visa,Christopher Schaefer,2025-03-17
1715,866,Final Approval,Pending,Training provided,Tonya Lewis,2024-12-12
1716,867,SLBFE Review,Rejected,Training provided,Valerie Dixon,2024-11-14
1717,867,Final Approval,Rejected,Probation period,Kristen Bolton,2024-09-21
1718,868,Initial Review,Rejected,Probation period,Tyler Pacheco,2024-12-10
1719,869,SLBFE Review,Rejected,Requires visa,Amy Mosley,2024-11-27
1720,869,Embassy Review,Rejected,Probation period,Marcus Griffin,2025-06-23
1721,869,Initial Review,Pending,Requires visa,Julie Rivera,2024-06-25
1722,870,SLBFE Review,Approved,Standard contract,Elizabeth Li,2025-01-10
1723,870,Initial Review,Pending,Standard contract,Joseph Taylor,2025-04-14
1724,870,Embassy Review,Approved,Standard contract,Ann Williams,2024-12-25
1725,871,Initial Review,Approved,Requires visa,Angie Cortez,2025-07-01
1726,871,Embassy Review,Approved,Probation period,Joshua James,2025-02-15
1727,871,SLBFE Review,Approved,,Mark Walton,2025-08-12
1728,872,SLBFE Review,Rejected,Training provided,Victoria Ray DDS,2025-08-25
1729,873,Final Approval,Approved,Standard contract,Elizabeth Lopez,2024-12-17
1730,873,SLBFE Review,Pending,Requires visa,Jennifer Edwards,2024-09-16
1731,874,Initial Review,Rejected,Standard contract,Carl Anthony,2025-07-09
1732,874,Embassy Review,Rejected,Standard contract,Andrew Cardenas,2024-12-28
1733,874,Final Approval,Approved,Requires visa,Christopher Cross,2025-05-23
1734,875,SLBFE Review,Approved,Probation period,John Wilkins,2024-10-07
1735,876,SLBFE Review,Approved,Probation period,Donna Cox,2025-03-08
1736,876,Embassy Review,Approved,Requires visa,Leonard Coffey,2024-12-19
1737,876,Initial Review,Approved,Requires visa,Karen Hutchinson,2025-05-15
1738,877,SLBFE Review,Rejected,Standard contract,April Ray,2025-06-27
1739,878,Initial Review,Rejected,Requires visa,Wayne Whitehead,2025-08-27
1740,878,Embassy Review,Approved,Probation period,Cynthia Nguyen,2025-08-11
1741,878,Final Approval,Pending,Probation period,Diana Sims,2025-08-10
1742,879,Embassy Review,Approved,Probation period,Chase Mathis,2024-12-04
1743,879,Final Approval,Approved,Training provided,Brian Silva,2024-03-24
1744,880,Initial Review,Approved,Training provided,Peter Berry,2025-03-07
1745,881,Final Approval,Approved,Probation period,Kim Johnson,2025-02-08
1746,881,Initial Review,Approved,,Jennifer Brooks,2024-07-24
1747,882,Initial Review,Rejected,Training provided,Anthony Soto,2025-08-13
1748,883,Initial Review,Approved,,Matthew Cox,2025-07-23
1749,883,SLBFE Review,Approved,Training provided,Timothy Villegas,2025-08-26
1750,883,Embassy Review,Rejected,Standard contract,Donna Hall,2025-08-22
1751,884,Embassy Review,Approved,Requires visa,Brandon Collins,2024-01-04
1752,884,Initial Review,Pending,Requires visa,Cassandra Livingston,2024-01-01
1753,885,SLBFE Review,Rejected,Requires visa,Andrew Garcia,2024-06-25
1754,886,Final Approval,Approved,Training provided,Elizabeth Case,2025-04-11
1755,887,Embassy Review,Rejected,Standard contract,Joseph Potter,2025-04-22
1756,887,Initial Review,Rejected,,Jacqueline Moore,2025-05-15
1757,888,Initial Review,Rejected,Requires visa,Laura Hernandez,2025-07-01
1758,888,Final Approval,Pending,Requires visa,James Fisher,2025-08-11
1759,889,Initial Review,Rejected,Requires visa,Catherine George,2025-04-15
1760,890,SLBFE Review,Approved,Requires visa,Michelle Anderson,2025-07-08
1761,890,Embassy Review,Pending,Standard contract,Stacey Hunter,2025-04-30
1762,890,Initial Review,Rejected,Training provided,William Jones,2025-04-09
1763,891,Initial Review,Approved,,Malik Newton,2024-07-08
1764,892,SLBFE Review,Pending,Probation period,Gary Ramirez,2025-01-08
1765,893,SLBFE Review,Approved,Standard contract,Paula Horne,2024-10-01
1766,893,Embassy Review,Pending,,Jasmine Hodge,2024-10-07
1767,893,Initial Review,Pending,Requires visa,Elizabeth Black,2024-10-19
1768,894,Embassy Review,Pending,Probation period,Barry Wells,2025-08-26
1769,894,Initial Review,Rejected,Probation period,Matthew Mccormick,2025-08-28
1770,895,Initial Review,Pending,,Lisa Carpenter,2024-01-29
1771,895,Embassy Review,Pending,Standard contract,Christopher Sullivan,2024-03-05
1772,896,Embassy Review,Pending,Training provided,Sarah Espinoza,2025-01-08
1773,896,Initial Review,Approved,Training provided,Seth Garcia,2025-08-19
1774,897,Embassy Review,Approved,Requires visa,Alexander Snow,2025-04-09
1775,897,SLBFE Review,Approved,Requires visa,Gregory Hopkins,2025-01-26
1776,897,Initial Review,Pending,Probation period,Christopher Calderon,2025-07-24
1777,898,Embassy Review,Pending,Probation period,Kenneth Vasquez,2025-08-26
1778,899,SLBFE Review,Rejected,Standard contract,Ashley Foley,2025-08-18
1779,900,SLBFE Review,Approved,Training provided,Ruben Williamson,2024-12-03
1780,900,Embassy Review,Approved,Training provided,Martin Dawson,2025-03-20
1781,901,Initial Review,Rejected,Training provided,Kyle Garrett,2025-05-22
1782,901,Final Approval,Pending,Requires visa,Martha Schroeder,2024-07-18
1783,901,SLBFE Review,Approved,Probation period,Stephanie Dawson,2025-04-02
1784,902,Initial Review,Rejected,,Paul Roberts,2025-01-11
1785,903,Final Approval,Approved,Standard contract,Jessica Washington MD,2025-07-16
1786,903,Embassy Review,Pending,,Katherine Martin,2025-08-21
1787,903,SLBFE Review,Pending,Standard contract,Grant Willis,2025-08-23
1788,904,SLBFE Review,Approved,Probation period,Drew Garcia,2024-09-12
1789,904,Initial Review,Pending,,Amy Rice,2025-04-15
1790,905,Embassy Review,Pending,Requires visa,Kathleen Jacobs,2025-05-25
1791,906,Initial Review,Approved,,Kelly Ramsey,2024-07-11
1792,906,Embassy Review,Approved,Training provided,Thomas Watkins,2024-07-21
1793,906,Final Approval,Rejected,,Daniel Wagner,2025-04-16
1794,907,Final Approval,Pending,Requires visa,Jennifer Wood,2025-03-01
1795,907,Initial Review,Rejected,Requires visa,Gavin Johnson,2025-02-24
1796,907,Embassy Review,Approved,Probation period,Rick Craig,2025-04-30
1797,908,Initial Review,Pending,Requires visa,Diane Lindsey,2025-03-29
1798,908,Final Approval,Rejected,Training provided,Gregory Curtis,2024-12-08
1799,909,Initial Review,Rejected,Training provided,Evan Shannon,2025-06-22
1800,910,SLBFE Review,Pending,Probation period,Calvin Bernard,2025-05-06
1801,911,SLBFE Review,Rejected,Standard contract,Michael Hunter,2025-06-13
